query,entrezgene,name,symbol,alias,taxid,RGD
CSNK1D,64462,"casein kinase 1, delta",Csnk1d,CKI-delta,10116,RGD:71031
CSNK1E,58822,"casein kinase 1, epsilon",Csnk1e,,10116,RGD:62045
CSPG5,50568,chondroitin sulfate proteoglycan 5,Cspg5,"Caleb, Ngc",10116,RGD:2431
CSRP1,29276,cysteine and glycine-rich protein 1,Csrp1,Csrp,10116,RGD:62053
CTCF,83726,CCCTC-binding factor,Ctcf,,10116,RGD:621344
CTLA4,63835,cytotoxic T-lymphocyte-associated protein 4,Ctla4,"CTLA-4, Cd152, sCTLA4",10116,RGD:61975
CTNNA2,297357,catenin alpha 2,Ctnna2,Catna2,10116,RGD:1305060
CTNNB1,84353,catenin beta 1,Ctnnb1,Catnb,10116,RGD:70487
CTNND2,114028,catenin delta 2,Ctnnd2,,10116,RGD:620734
CTRL,117184,chymotrypsin-like,Ctrl,,10116,RGD:621501
CTSK,29175,cathepsin K,Ctsk,,10116,RGD:61810
CTXN3,100188934,cortexin 3,Ctxn3,,10116,RGD:2300148
CUX1,116639,cut-like homeobox 1,Cux1,"CDP, CDP2, Cutl1",10116,RGD:620618
CUX2,288665,cut-like homeobox 2,Cux2,Cutl2,10116,RGD:1305967
CXCL10,245920,C-X-C motif chemokine ligand 10,Cxcl10,"IP-10, Scyb10",10116,RGD:620209
CYFIP1,308666,cytoplasmic FMR1 interacting protein 1,Cyfip1,,10116,RGD:1310332
CYP11A1,29680,"cytochrome P450, family 11, subfamily a, polypeptide 1",Cyp11a1,"Cyp11a, Cypxia1, P450(scc), P450scc",10116,RGD:69325
CYP19A1,25147,"cytochrome P450, family 19, subfamily a, polypeptide 1",Cyp19a1,"Aromatase, Cyp19, Cyp19a, p450arom",10116,RGD:2457
CYP1A1,24296,"cytochrome P450, family 1, subfamily a, polypeptide 1",Cyp1a1,"AHH, AHRR, CP11, CYP1, Cyp45c",10116,RGD:2458
CYP1A2,24297,"cytochrome P450, family 1, subfamily a, polypeptide 2",Cyp1a2,"CYPD45, P-450d, RATCYPD45",10116,RGD:2459
CYP1B1,25426,"cytochrome P450, family 1, subfamily b, polypeptide 1",Cyp1b1,,10116,RGD:2460
CYP26B1,312495,"cytochrome P450, family 26, subfamily b, polypeptide 1",Cyp26b1,,10116,RGD:631379
CYP26C1,308190,"cytochrome P450, family 26, subfamily C, polypeptide 1",Cyp26c1,,10116,RGD:1308843
CYP27B1,114700,"cytochrome P450, family 27, subfamily b, polypeptide 1",Cyp27b1,Cyp40,10116,RGD:69192
CYP2B6,286953,"cytochrome P450, family 2, subfamily b, polypeptide 3",Cyp2b3,"CYPIIB3, Cyp2b6",10116,RGD:628627
CYP2D6,171522,"cytochrome P450, family 2, subfamily d, polypeptide 4",Cyp2d4,"Cyp2d18, Cyp2d22, Cyp2d4v1, Cyp2d4v2, Cyp2d6",10116,RGD:620640
CYP2E1,25086,"cytochrome P450, family 2, subfamily e, polypeptide 1",Cyp2e1,Cyp2e,10116,RGD:2475
CYTL1,498392,cytokine like 1,Cytl1,RGD1561846,10116,RGD:1561846
DAAM2,316201,dishevelled associated activator of morphogenesis 2,Daam2,,10116,RGD:1306128
DAO,114027,D-amino-acid oxidase,Dao,Dao1,10116,RGD:621138
DAZAP1,362836,DAZ associated protein 1,Dazap1,,10116,RGD:1305280
DBH,25699,dopamine beta-hydroxylase,Dbh,DOPBHY,10116,RGD:2489
DBI,25045,diazepam binding inhibitor,Dbi,"Acbp, Acoabp3, Ep, Odn, RNACOABP3",10116,RGD:2490
DBN1,81653,drebrin 1,Dbn1,,10116,RGD:70885
DBNL,83527,drebrin-like,Dbnl,"Sh3p7, abp1",10116,RGD:70941
DCC,25311,DCC netrin 1 receptor,Dcc,,10116,RGD:2492
DCDC2,291130,doublecortin domain containing 2,Dcdc2,,10116,RGD:1310227
DCLK1,83825,doublecortin-like kinase 1,Dclk1,"Ania4, Cpg16, Dcamkl1",10116,RGD:68437
DCTN5,308961,dynactin subunit 5,Dctn5,RGD1305654,10116,RGD:1305654
DDC,24311,dopa decarboxylase,Ddc,AADC,10116,RGD:2494
DDIT4,140942,DNA-damage-inducible transcript 4,Ddit4,Rtp801,10116,RGD:621731
DDO,685325,D-aspartate oxidase,Ddo,,10116,RGD:1595123
DDR1,25678,discoidin domain receptor tyrosine kinase 1,Ddr1,"Cak, Drd1, PTK3D",10116,RGD:2252
DRD1,25678,discoidin domain receptor tyrosine kinase 1,Ddr1,"Cak, Drd1, PTK3D",10116,RGD:2252
DEAF1,83632,DEAF1 transcription factor,Deaf1,NUDR,10116,RGD:620671
DECR1,117543,"2,4-dienoyl-CoA reductase 1",Decr1,,10116,RGD:70999
DGCR6,303794,DiGeorge syndrome critical region gene 6,Dgcr6,,10116,RGD:1309390
DGCR8,287954,DGCR8 microprocessor complex subunit,Dgcr8,,10116,RGD:1306365
DGKB,54248,"diacylglycerol kinase, beta",Dgkb,"DGK-beta, Dagk",10116,RGD:2488
DGKH,361076,"diacylglycerol kinase, eta",Dgkh,RGD1561955,10116,RGD:1561955
DICER1,299284,dicer 1 ribonuclease III,Dicer1,,10116,RGD:1309381
DIO2,65162,iodothyronine deiodinase 2,Dio2,"5DII, DIOII",10116,RGD:68418
DIO3,29475,iodothyronine deiodinase 3,Dio3,"5DIII, DIOIII",10116,RGD:68420
DISC1,307940,DISC1 scaffold protein,Disc1,,10116,RGD:631359
DKK1,293897,dickkopf WNT signaling pathway inhibitor 1,Dkk1,,10116,RGD:1307313
DKK2,295445,dickkopf WNT signaling pathway inhibitor 2,Dkk2,,10116,RGD:1308639
DKK3,171548,dickkopf WNT signaling pathway inhibitor 3,Dkk3,"Reic, p29",10116,RGD:621846
DKK4,502097,dickkopf WNT signaling pathway inhibitor 4,Dkk4,RGD1563172,10116,RGD:1563172
DLG4,29495,discs large MAGUK scaffold protein 4,Dlg4,"Dlgh4, PSD95, Sap90",10116,RGD:68424
DLGAP1,65040,DLG associated protein 1,Dlgap1,"DAP-1, GKAP/SAPAP1, Gkap, SAPAP1, rGKAP",10116,RGD:620223
DLGAP2,116681,DLG associated protein 2,Dlgap2,"DAP-2, SAPAP2",10116,RGD:620224
DLL4,311332,delta like canonical Notch ligand 4,Dll4,,10116,RGD:1309740
DLST,299201,dihydrolipoamide S-succinyltransferase,Dlst,,10116,RGD:1359615
DLX1,296500,distal-less homeobox 1,Dlx1,,10116,RGD:1309593
DNAH8,207117,"dynein, axonemal, heavy chain 8",Dnah8,"Dlp8, Dnahc8",10116,RGD:619986
DNAJB1,361384,DnaJ heat shock protein family (Hsp40) member B1,Dnajb1,,10116,RGD:1304725
DNM1,140694,dynamin 1,Dnm1,Dnm,10116,RGD:71096
DNMT1,84350,DNA methyltransferase 1,Dnmt1,,10116,RGD:620979
DNMT3A,444984,DNA methyltransferase 3 alpha,Dnmt3a,,10116,RGD:1303336
DNMT3B,444985,DNA methyltransferase 3 beta,Dnmt3b,,10116,RGD:1303274
DNMT3L,309680,DNA methyltransferase 3 like,Dnmt3l,,10116,RGD:1303239
DOCK4,366608,dedicator of cytokinesis 4,Dock4,,10116,RGD:1561724
DOCK9,259237,dedicator of cytokinesis 9,Dock9,Trg,10116,RGD:629617
DOK5,502694,docking protein 5,Dok5,RGD1562846,10116,RGD:1562846
DPP4,25253,dipeptidylpeptidase 4,Dpp4,"CD26, DPPIV",10116,RGD:2515
DPYSL2,25416,dihydropyrimidinase-like 2,Dpysl2,"Crmp2, TOAD-64",10116,RGD:2517
DRD2,24318,dopamine receptor D2,Drd2,,10116,RGD:2520
DRD3,29238,dopamine receptor D3,Drd3,,10116,RGD:2521
DRD4,25432,dopamine receptor D4,Drd4,D4RA,10116,RGD:2522
DRD5,25195,dopamine receptor D5,Drd5,D1B,10116,RGD:2523
DROSHA,310159,drosha ribonuclease III,Drosha,"Etohi2, RGD1307626, Rn3, Rnasen",10116,RGD:1307626
DSCAM,171119,DS cell adhesion molecule,Dscam,,10116,RGD:619992
DSCAML1,315615,DS cell adhesion molecule-like 1,Dscaml1,,10116,RGD:1304887
DTNBP1,641528,dystrobrevin binding protein 1,Dtnbp1,,10116,RGD:1590759
DUSP1,114856,dual specificity phosphatase 1,Dusp1,"3CH134, CL100, MKP-1, Mkp1, Ptpn16",10116,RGD:620897
DUSP4,60587,dual specificity phosphatase 4,Dusp4,"Mkp-2, Mkp2",10116,RGD:620625
DUSP6,116663,dual specificity phosphatase 6,Dusp6,Mkp3,10116,RGD:70978
DUSP8,361679,dual specificity phosphatase 8,Dusp8,"Hb5, M3/6",10116,RGD:1306425
DYM,291433,dymeclin,Dym,RGD1309111,10116,RGD:1309111
ECHS1,140547,"enoyl-CoA hydratase, short chain 1",Echs1,"mECH, mECH1",10116,RGD:69330
EDEM1,297504,ER degradation enhancing alpha-mannosidase like protein 1,Edem1,RGD1563633,10116,RGD:1563633
EDN1,24323,endothelin 1,Edn1,Et1,10116,RGD:2532
EFCAB11,500705,EF-hand calcium binding domain 11,Efcab11,,10116,RGD:1565006
EFNB2,306636,ephrin B2,Efnb2,,10116,RGD:1309497
EGF,25313,epidermal growth factor,Egf,,10116,RGD:2542
EGFR,24329,epidermal growth factor receptor,Egfr,"ERBB1, ErbB-1, Errp",10116,RGD:2543
EGR1,24330,early growth response 1,Egr1,"Krox-24, NGFI-A, Ngf1, Ngfi, zif-268",10116,RGD:2544
EGR2,114090,early growth response 2,Egr2,Krox20,10116,RGD:621608
EGR3,25148,early growth response 3,Egr3,EGR-3,10116,RGD:2545
EGR4,25129,early growth response 4,Egr4,"Egr4l1, NGFI-C",10116,RGD:2546
EHD3,192249,EH-domain containing 3,Ehd3,Ehd2,10116,RGD:621762
EHHADH,171142,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase,Ehhadh,"Lbp, MEF, MFP1, Mfe, Mfe1",10116,RGD:621441
LBP,171142,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase,Ehhadh,"Lbp, MEF, MFP1, Mfe, Mfe1",10116,RGD:621441
EIF2S1,54318,eukaryotic translation initiation factor 2 subunit alpha,Eif2s1,,10116,RGD:620963
EIF4A2,303831,eukaryotic translation initiation factor 4A2,Eif4a2,,10116,RGD:1309225
EIF4B,300253,eukaryotic translation initiation factor 4B,Eif4b,,10116,RGD:1306479
ELAVL2,286973,ELAV like RNA binding protein 2,Elavl2,"Elav2, Hub",10116,RGD:628611
ELOVL5,171400,ELOVL fatty acid elongase 5,Elovl5,rELO1,10116,RGD:620583
EML5,444982,EMAP like 5,Eml5,,10116,RGD:1303275
EMP1,25314,epithelial membrane protein 1,Emp1,"CL-20, EMP-1, ENP1MR, TMP",10116,RGD:2552
EMX2,499380,empty spiracles homeobox 2,Emx2,RGD1564797,10116,RGD:1564797
EN1,685360,engrailed homeobox 1,En1,,10116,RGD:1595088
EN2,499964,engrailed homeobox 2,En2,RGD1561842,10116,RGD:1561842
ENO1,24333,enolase 1,Eno1,Nne,10116,RGD:2553
ENO2,24334,enolase 2,Eno2,"NSE, RNEN3",10116,RGD:2554
ENPEP,64017,glutamyl aminopeptidase,Enpep,,10116,RGD:621228
ENTPD4,361063,ectonucleoside triphosphate diphosphohydrolase 4,Entpd4,,10116,RGD:1309511
EP300,170915,E1A binding protein p300,Ep300,,10116,RGD:620036
HLF,29452,endothelial PAS domain protein 1,Epas1,"HIF-2 alpha, HIF2 alpha, HLF, Hif2a",10116,RGD:68404
EPHA8,60589,Eph receptor A8,Epha8,,10116,RGD:708543
EPHX1,25315,epoxide hydrolase 1,Ephx1,"MEH8, mEH",10116,RGD:2557
ERBB3,29496,erb-b2 receptor tyrosine kinase 3,Erbb3,nuc-ErbB3,10116,RGD:69323
ERBB4,59323,erb-b2 receptor tyrosine kinase 4,Erbb4,,10116,RGD:620486
ERCC1,292673,"ERCC excision repair 1, endonuclease non-catalytic subunit",Ercc1,,10116,RGD:1306992
ERCC6L,317252,"ERCC excision repair 6 like, spindle assembly checkpoint helicase",Ercc6l,RGD1565734,10116,RGD:1565734
ESR1,24890,estrogen receptor 1,Esr1,"ER-alpha, Esr, RNESTROR",10116,RGD:2581
ESR2,25149,estrogen receptor 2,Esr2,"ER-beta, ERbeta, Erb2",10116,RGD:2582
DGCR14,360741,ess-2 splicing factor homolog,Ess2,Dgcr14,10116,RGD:1308218
ETNPPL,687071,ethanolamine-phosphate phospho-lyase,Etnppl,,10116,RGD:1590098
F2,29251,coagulation factor II,F2,,10116,RGD:61996
F9,24946,coagulation factor IX,F9,,10116,RGD:2589
FAAH,100911581,fatty acid amide hydrolase,Faah,,10116,RGD:61808
FABP2,25598,fatty acid binding protein 2,Fabp2,FABP,10116,RGD:2591
FABP3,79131,fatty acid binding protein 3,Fabp3,,10116,RGD:69048
FABP5,140868,fatty acid binding protein 5,Fabp5,"C-FABP, DA11, E-FABP",10116,RGD:70997
FABP7,80841,fatty acid binding protein 7,Fabp7,,10116,RGD:69312
FADS1,84575,fatty acid desaturase 1,Fads1,,10116,RGD:621678
FADS2,83512,fatty acid desaturase 2,Fads2,Fadsd6,10116,RGD:68339
FAM53B,309060,"family with sequence similarity 53, member B",Fam53b,RGD1310799,10116,RGD:1310799
FAS,246097,Fas cell surface death receptor,Fas,Tnfrsf6,10116,RGD:619831
FASN,50671,fatty acid synthase,Fasn,,10116,RGD:620665
FBXL21,306750,F-box and leucine-rich repeat protein 21,Fbxl21,"Fbxl3-ps1, Fbxl3p",10116,RGD:1305555
FBXL3,306129,F-box and leucine-rich repeat protein 3,Fbxl3,Fbxl3a,10116,RGD:1305660
FBXO45,288042,F-box protein 45,Fbxo45,RGD1311861,10116,RGD:1311861
FCGR2A,116591,Fc gamma receptor 2A,Fcgr2a,"Fcgr3, Fcgr3a",10116,RGD:71069
AR,79122,ferredoxin reductase,Fdxr,AR,10116,RGD:621648
FEV,246271,"FEV transcription factor, ETS family member",Fev,Pet1,10116,RGD:628860
FEZ1,81730,fasciculation and elongation protein zeta 1,Fez1,,10116,RGD:619708
FGF17,29368,fibroblast growth factor 17,Fgf17,Fgf6b,10116,RGD:2607
FGF2,54250,fibroblast growth factor 2,Fgf2,"Fgf-2, Fgf2a, bFGF",10116,RGD:2609
FGF20,66017,fibroblast growth factor 20,Fgf20,Fgf4a,10116,RGD:71068
FGFR1,79114,Fibroblast growth factor receptor 1,Fgfr1,"FGFR-1, MFR, bFGF-R, bFGF-R-1, c-fgr",10116,RGD:620713
FGFR2,25022,fibroblast growth factor receptor 2,Fgfr2,,10116,RGD:2611
FHIT,60398,fragile histidine triad diadenosine triphosphatase,Fhit,,10116,RGD:620448
FKBP1A,25639,FKBP prolyl isomerase 1A,Fkbp1a,"FKBP12, Fkbp2",10116,RGD:2617
FKBP4,260321,FKBP prolyl isomerase 4,Fkbp4,"FKBP-4, FKBP-52, p59",10116,RGD:628729
FKBP5,361810,FKBP prolyl isomerase 5,Fkbp5,,10116,RGD:1309155
FLG,24641,filaggrin,Flg,Pflg,10116,RGD:2620
FLNB,306204,filamin B,Flnb,,10116,RGD:1311915
FMR1,24948,fragile X messenger ribonucleoprotein 1,Fmr1,FMRP,10116,RGD:2623
FN1,25661,fibronectin 1,Fn1,"FIBNEC, fn-1",10116,RGD:2624
FOLH1,85309,folate hydrolase 1,Folh1,Naalad,10116,RGD:70963
FBP1,171049,folate receptor alpha,Folr1,Fbp1,10116,RGD:71032
FOLR1,171049,folate receptor alpha,Folr1,Fbp1,10116,RGD:71032
FOS,314322,"Fos proto-oncogene, AP-1 transcription factor subunit",Fos,c-fos,10116,RGD:2626
FOSB,100360880,"FosB proto-oncogene, AP-1 transcription factor subunit",Fosb,fra-2,10116,RGD:1308198
FOXD3,29203,forkhead box D3,Foxd3,"CWH3, Genesis, Hfh2",10116,RGD:621715
FOXO3,294515,forkhead box O3,Foxo3,"Fkhrl1, Foxo3a",10116,RGD:1309196
FOXP2,500037,forkhead box P2,Foxp2,RGD1559697,10116,RGD:1559697
FOXP3,317382,forkhead box P3,Foxp3,RGD1562112,10116,RGD:1562112
FREM3,307767,FRAS1 related extracellular matrix 3,Frem3,RGD1562701,10116,RGD:1562701
FSTL1,79210,follistatin-like 1,Fstl1,"Frp, Fstl",10116,RGD:68955
FTL,29292,ferritin light chain 1,Ftl1,Ftl,10116,RGD:61813
FTO,291905,"FTO, alpha-ketoglutarate dependent dioxygenase",Fto,RGD1305121,10116,RGD:1305121
FUT8,432392,fucosyltransferase 8,Fut8,,10116,RGD:1303096
FXYD1,58971,FXYD domain-containing ion transport regulator 1,Fxyd1,Plm,10116,RGD:69306
FXYD6,63847,FXYD domain-containing ion transport regulator 6,Fxyd6,Php,10116,RGD:69315
FYN,25150,"FYN proto-oncogene, Src family tyrosine kinase",Fyn,,10116,RGD:2641
FZD3,266715,frizzled class receptor 3,Fzd3,,10116,RGD:628814
FZD4,64558,frizzled class receptor 4,Fzd4,,10116,RGD:71017
G6PD,24377,glucose-6-phosphate dehydrogenase,G6pd,G6pdx,10116,RGD:2645
GABARAP,58974,GABA type A receptor-associated protein,Gabarap,,10116,RGD:61911
GABBR1,81657,gamma-aminobutyric acid type B receptor subunit 1,Gabbr1,,10116,RGD:621537
GABBR2,83633,gamma-aminobutyric acid type B receptor subunit 2,Gabbr2,Gpr51,10116,RGD:619864
GABPA,363735,GA binding protein transcription factor subunit alpha,Gabpa,"Nrf-2alpha, Nrf2a",10116,RGD:1310802
GABRA1,29705,gamma-aminobutyric acid type A receptor subunit alpha 1,Gabra1,,10116,RGD:61855
GABRA2,289606,gamma-aminobutyric acid type A receptor subunit alpha 2,Gabra2,,10116,RGD:61856
GABRA3,24947,gamma-aminobutyric acid type A receptor subunit alpha 3,Gabra3,,10116,RGD:2648
GABRA4,140675,gamma-aminobutyric acid type A receptor subunit alpha 4,Gabra4,,10116,RGD:621670
GABRA5,29707,gamma-aminobutyric acid type A receptor subunit alpha 5,Gabra5,,10116,RGD:61859
GABRA6,29708,gamma-aminobutyric acid type A receptor subunit alpha6,Gabra6,,10116,RGD:61861
GABRB1,25450,gamma-aminobutyric acid type A receptor subunit beta1,Gabrb1,GARB1,10116,RGD:2649
GABRB2,25451,gamma-aminobutyric acid type A receptor subunit beta 2,Gabrb2,GARB2,10116,RGD:2650
GABRB3,24922,gamma-aminobutyric acid type A receptor subunit beta 3,Gabrb3,,10116,RGD:2651
GABRD,29689,gamma-aminobutyric acid type A receptor subunit delta,Gabrd,GABAA-RD,10116,RGD:61901
GABRG1,140674,gamma-aminobutyric acid type A receptor subunit gamma 1,Gabrg1,,10116,RGD:621732
GABRG2,29709,gamma-aminobutyric acid type A receptor subunit gamma 2,Gabrg2,,10116,RGD:61966
GABRG3,79211,gamma-aminobutyric acid type A receptor subunit gamma 3,Gabrg3,,10116,RGD:621735
GABRR1,29694,gamma-aminobutyric acid type A receptor subunit rho 1,Gabrr1,,10116,RGD:61900
GABRR2,29695,gamma-aminobutyric acid type A receptor subunit rho 2,Gabrr2,,10116,RGD:61902
GAD1,24379,glutamate decarboxylase 1,Gad1,Gad67,10116,RGD:2652
GAD2,24380,glutamate decarboxylase 2,Gad2,gad65,10116,RGD:2653
GADD45B,299626,"growth arrest and DNA-damage-inducible, beta",Gadd45b,,10116,RGD:1309080
GADL1,367181,glutamate decarboxylase-like 1,Gadl1,RGD1565145,10116,RGD:1565145
GAL,29141,galanin and GMAP prepropeptide,Gal,Galn,10116,RGD:61954
GALR1,50577,galanin receptor 1,Galr1,Galnr1,10116,RGD:2656
GALR2,29234,galanin receptor 2,Galr2,"GAL2-R, GALR-2",10116,RGD:2657
GALR3,29235,galanin receptor 3,Galr3,,10116,RGD:2658
GAP43,29423,growth associated protein 43,Gap43,Basp2,10116,RGD:62071
GAPDH,24383,glyceraldehyde-3-phosphate dehydrogenase,Gapdh,"BARS-38, Gapd",10116,RGD:2661
GAS2L1,360973,growth arrest-specific 2 like 1,Gas2l1,,10116,RGD:1311206
GCH1,29244,GTP cyclohydrolase 1,Gch1,Gch,10116,RGD:61992
GCLC,25283,"glutamate-cysteine ligase, catalytic subunit",Gclc,Glclc,10116,RGD:619868
GCLM,29739,"glutamate cysteine ligase, modifier subunit",Gclm,Glclr,10116,RGD:619871
GDE1,60418,glycerophosphodiester phosphodiesterase 1,Gde1,Mir16,10116,RGD:621788
GDNF,25453,glial cell derived neurotrophic factor,Gdnf,gndf,10116,RGD:2677
GEMIN4,497958,gem (nuclear organelle) associated protein 4,Gemin4,RGD1563715,10116,RGD:1563715
GFAP,24387,glial fibrillary acidic protein,Gfap,,10116,RGD:2679
GFRA1,25454,GDNF family receptor alpha 1,Gfra1,,10116,RGD:2681
GFRA2,25136,GDNF family receptor alpha 2,Gfra2,Retl2,10116,RGD:61809
GFRA3,84422,GDNF family receptor alpha 3,Gfra3,,10116,RGD:620502
GGH,25455,gamma-glutamyl hydrolase,Ggh,,10116,RGD:2682
GH1,24391,growth hormone 1,Gh1,"Gh, Ghb1, RNGHGP",10116,RGD:2686
GHRH,29446,growth hormone releasing hormone,Ghrh,GHRF,10116,RGD:61883
GHRL,59301,ghrelin and obestatin prepropeptide,Ghrl,,10116,RGD:632283
GJA1,24392,"gap junction protein, alpha 1",Gja1,"Cx43, Cxnk1",10116,RGD:2690
GJA5,50563,"gap junction protein, alpha 5",Gja5,"Cx40, Cxni",10116,RGD:2692
GJA8,29601,"gap junction protein, alpha 8",Gja8,"Cx50, Cxnl",10116,RGD:628890
GJD2,50564,"gap junction protein, delta 2",Gjd2,"Cx36, Cxns, Gja9",10116,RGD:2694
GLI2,304729,GLI family zinc finger 2,Gli2,,10116,RGD:1309270
GLO1,294320,glyoxalase 1,Glo1,,10116,RGD:2702
GLRA2,24397,"glycine receptor, alpha 2",Glra2,RNNEOGLY,10116,RGD:2705
GLS,24398,glutaminase,Gls,"Glut, RATGLUT",10116,RGD:2707
GLS2,192268,glutaminase 2,Gls2,Ga,10116,RGD:620359
GLT8D1,306253,glycosyltransferase 8 domain containing 1,Glt8d1,Da2-24,10116,RGD:1359293
GLUL,24957,glutamate-ammonia ligase,Glul,Glns,10116,RGD:2710
GLYAT,293779,glycine-N-acyltransferase,Glyat,,10116,RGD:1307163
GMIP,306357,Gem-interacting protein,Gmip,RGD1565577,10116,RGD:1565577
GNA12,81663,G protein subunit alpha 12,Gna12,Hg1m1,10116,RGD:71018
GNAL,24611,G protein subunit alpha L,Gnal,"Golf, Olf, RGD1305940",10116,RGD:2715
GNAO1,50664,G protein subunit alpha o1,Gnao1,"Gnao, Hg1g, RATBPGTPC",10116,RGD:628732
GNAS,24896,GNAS complex locus,Gnas,"ALEX, G-alpha-8, Gnas1, Gnpas, Nesp55",10116,RGD:2716
GNB1L,680266,G protein subunit beta 1 like,Gnb1l,,10116,RGD:1594165
GNB3,60449,G protein subunit beta 3,Gnb3,Hg2d,10116,RGD:708344
GNPAT,84470,glyceronephosphate O-acyltransferase,Gnpat,,10116,RGD:620179
CASC4,362204,golgi membrane protein 2,Golm2,"Casc4, RGD1305985",10116,RGD:1305985
GPM6A,306439,glycoprotein m6a,Gpm6a,M6a,10116,RGD:631368
GPR50,117097,G protein-coupled receptor 50,Gpr50,H9,10116,RGD:619863
GPR52,684623,G protein-coupled receptor 52,Gpr52,,10116,RGD:1587949
GPRC5D,500349,"G protein-coupled receptor, class C, group 5, member D",Gprc5d,RGD1563887,10116,RGD:1563887
GPRIN2,306284,G protein regulated inducer of neurite outgrowth 2,Gprin2,RGD1308922,10116,RGD:1308922
GPS1,117039,G protein pathway suppressor 1,Gps1,MFH,10116,RGD:621532
GPX1,24404,glutathione peroxidase 1,Gpx1,"GSHPx, GSHPx-1",10116,RGD:2729
GRB10,498416,growth factor receptor bound protein 10,Grb10,RGD1566234,10116,RGD:1566234
GRB2,81504,growth factor receptor bound protein 2,Grb2,Ash-psi,10116,RGD:619758
GRIA1,50592,glutamate ionotropic receptor AMPA type subunit 1,Gria1,"GluA1, gluR-A",10116,RGD:621531
GRIA2,29627,glutamate ionotropic receptor AMPA type subunit 2,Gria2,"GluA2, GluR-K2, GluR2, gluR-B",10116,RGD:61862
GRIA3,29628,glutamate ionotropic receptor AMPA type subunit 3,Gria3,"GLUR3, GluA3, GluR-3, GluR-C, GluR-K3",10116,RGD:70958
GRIA4,29629,glutamate ionotropic receptor AMPA type subunit 4,Gria4,"GluA4, GluR-D, GluR4",10116,RGD:61863
GRID1,79219,glutamate ionotropic receptor delta type subunit 1,Grid1,GluD1,10116,RGD:68366
GRIK1,29559,glutamate ionotropic receptor kainate type subunit 1,Grik1,"GluK1, GluR5",10116,RGD:2732
GRIK2,54257,glutamate ionotropic receptor kainate type subunit 2,Grik2,"GluK2, GluR6",10116,RGD:2733
GRIK3,298521,glutamate ionotropic receptor kainate type subunit 3,Grik3,"GluK3, GluR7, gluR-7",10116,RGD:71027
GRIK4,24406,glutamate ionotropic receptor kainate type subunit 4,Grik4,"GluK4, KA1",10116,RGD:2734
GRIK5,24407,glutamate ionotropic receptor kainate type subunit 5,Grik5,"GluK5, iGlu5",10116,RGD:2735
GRIN1,24408,glutamate ionotropic receptor NMDA type subunit 1,Grin1,"GluN1, NMDAR1, NR1",10116,RGD:2736
GRIN2A,24409,glutamate ionotropic receptor NMDA type subunit 2A,Grin2a,"GluN2A, NMDAR2A, NR2A",10116,RGD:2737
GRIN2B,24410,glutamate ionotropic receptor NMDA type subunit 2B,Grin2b,GluN2B,10116,RGD:2738
GRIN2C,24411,glutamate ionotropic receptor NMDA type subunit 2C,Grin2c,"GluN2C, NR2C",10116,RGD:2739
GRIN3A,191573,glutamate ionotropic receptor NMDA type subunit 3A,Grin3a,"GluN3A, NR3, chi-1",10116,RGD:621704
ADRBK1,25238,G protein-coupled receptor kinase 2,Grk2,"Adrbk1, BARK1, GRK-2",10116,RGD:2062
ADRBK2,25372,G protein-coupled receptor kinase 3,Grk3,Adrbk2,10116,RGD:2063
GRK5,59075,G protein-coupled receptor kinase 5,Grk5,Gprk5,10116,RGD:61985
GRK6,59076,G protein-coupled receptor kinase 6,Grk6,Gprk6,10116,RGD:61986
GRM1,24414,glutamate metabotropic receptor 1,Grm1,Gprc1a,10116,RGD:2742
GRM2,24415,glutamate metabotropic receptor 2,Grm2,,10116,RGD:2743
GRM3,24416,glutamate metabotropic receptor 3,Grm3,mGluR3,10116,RGD:2744
GRM4,24417,glutamate metabotropic receptor 4,Grm4,mGluR4,10116,RGD:2745
GRM5,24418,glutamate metabotropic receptor 5,Grm5,"mGluR5, mGlur5",10116,RGD:2746
GRM7,81672,glutamate metabotropic receptor 7,Grm7,,10116,RGD:619857
GRM8,60590,glutamate metabotropic receptor 8,Grm8,"Glur8, Gprc1h, Mglur8, mGluR8b, mGlur",10116,RGD:619858
GRN,29143,granulin precursor,Grn,"PEPI, PGRN",10116,RGD:61983
GRPR,24938,gastrin releasing peptide receptor,Grpr,,10116,RGD:2750
GSK3B,84027,glycogen synthase kinase 3 beta,Gsk3b,,10116,RGD:70982
GSN,296654,gelsolin,Gsn,,10116,RGD:1303089
GSS,25458,glutathione synthetase,Gss,,10116,RGD:2752
GSTA1,24421,glutathione S-transferase alpha 1,Gsta1,"GST 2-2, GST A3-3, GST AA, GST Yc1, Gsta3",10116,RGD:2753
GSTM1,24423,glutathione S-transferase mu 1,Gstm1,GSTA3,10116,RGD:2755
GSTM2,24424,glutathione S-transferase mu 2,Gstm2,GSTA4,10116,RGD:2756
GSTP1,24426,glutathione S-transferase pi 1,Gstp1,"GST-P, Gst3, Gstp, Gstp2",10116,RGD:2758
GSTT1,25260,glutathione S-transferase theta 1,Gstt1,GSTYRS,10116,RGD:2765
GSTT2,29487,"glutathione S-transferase, theta 2",Gstt2,,10116,RGD:69362
GSTZ1,681913,glutathione S-transferase zeta 1,Gstz1,,10116,RGD:1589363
