query,entrezgene,name,symbol,alias,taxid,RGD
TRIM8,688785,tripartite motif-containing 8,Trim8,,10116,RGD:1585223
TRMT9B,306504,tRNA methyltransferase 9B (putative),Trmt9b,RGD1304810,10116,RGD:1304810
TRPC4,84494,"transient receptor potential cation channel, subfamily C, member 4",Trpc4,"Trp4, Trrp4",10116,RGD:621276
TSKS,292890,testis-specific serine kinase substrate,Tsks,Stk22s1,10116,RGD:727784
TSNARE1,103692937,t-SNARE domain containing 1,Tsnare1,,10116,RGD:9421138
TTC7B,362768,tetratricopeptide repeat domain 7B,Ttc7b,,10116,RGD:1305920
TUBB3,246118,"tubulin, beta 3 class III",Tubb3,,10116,RGD:628595
TUBGCP5,308663,"tubulin, gamma complex associated protein 5",Tubgcp5,,10116,RGD:1304689
TUSC3,290783,tumor suppressor candidate 3,Tusc3,,10116,RGD:1303318
UNC13C,286931,unc-13 homolog C,Unc13c,Unc13h3,10116,RGD:628592
USP25,304150,ubiquitin specific peptidase 25,Usp25,,10116,RGD:1309003
UST,361450,uronyl-2-sulfotransferase,Ust,,10116,RGD:1304743
VPS45,64516,vacuolar protein sorting 45 homolog,Vps45,Vsp45a,10116,RGD:621267
VRK2,360991,VRK serine/threonine kinase 2,Vrk2,,10116,RGD:1311585
VWDE,502731,von Willebrand factor D and EGF domains,Vwde,RGD1561223,10116,RGD:1561223
WDR7,66031,WD repeat domain 7,Wdr7,"Trag, Wd7",10116,RGD:619836
XKR6,305960,XK related 6,Xkr6,"RGD1310719, XRG6",10116,RGD:1310719
Y_RNA,,Y RNA,Y_RNA,,10116,
YLPM1,299199,YLP motif containing 1,Ylpm1,"RGD1564946, Zap, Zap3",10116,RGD:1564946
ZBTB20,288105,zinc finger and BTB domain containing 20,Zbtb20,RGD1560387,10116,RGD:1560387
ZC3H7B,315158,zinc finger CCCH-type containing 7B,Zc3h7b,RGD1307064,10116,RGD:1307064
ZCCHC7,298086,zinc finger CCHC-type containing 7,Zcchc7,,10116,RGD:1310467
ZDHHC14,499014,zinc finger DHHC-type palmitoyltransferase 14,Zdhhc14,Dhhc14,10116,RGD:1565877
ZDHHC5,362156,zinc finger DHHC-type palmitoyltransferase 5,Zdhhc5,DHHC-5,10116,RGD:1589737
ZNF184,306966,zinc finger protein 184,Zfp184,Znf184,10116,RGD:1304798
ZNF804A,295695,zinc finger protein 804A,Zfp804a,"RGD1305239, Znf804a",10116,RGD:1305239
ZFPM2,314930,"zinc finger protein, multitype 2",Zfpm2,FOG-2,10116,RGD:1306021
ZMAT3,64394,"zinc finger, matrin type 3",Zmat3,"PAG608, Wig1",10116,RGD:620134
ZMYM4,313598,zinc finger MYM-type containing 4,Zmym4,Zfp262,10116,RGD:1309545
ABCA9-AS1,,,,,,
ACTG1P22,,,,,,
ADH5P4,,,,,,
C3ORF80,,,,,,
CACYBPP2,,,,,,
CCT4P1,,,,,,
CDKN2B-AS1,,,,,,
CHCHD2P3,,,,,,
CLEC18B,,,,,,
CNN2P10,,,,,,
DHFRP5,,,,,,
DPP3P1,,,,,,
EEF1A1P11,,,,,,
EIF4EBP2P3,,,,,,
FAM120AOS,,,,,,
FECHP1,,,,,,
FOLH1B,,,,,,
FTCDNL1,,,,,,
FTLP18,,,,,,
GPM6A-DT,,,,,,
GRM3-AS1,,,,,,
GULOP,,,,,,
H3P40,,,,,,
HCAR3,,,,,,
HLA-B,,,,,,
HLA-DRB5,,,,,,
HNRNPA1P55,,,,,,
HSPA9P1,,,,,,
HSPD1P6,,,,,,
HSPE1-MOB4,,,,,,
HYI-AS1,,,,,,
IGBP1P5,,,,,,
KC6,,,,,,
KIAA1109,,,,,,
KIZ-AS1,,,,,,
KPNB1-DT,,,,,,
KRT8P21,,,,,,
L3MBTL2-AS1,,,,,,
LAPTM4A-DT,,,,,,
LIN28AP1,,,,,,
LINC00461,,,,,,
LINC00578,,,,,,
LINC00616,,,,,,
LINC00702,,,,,,
LINC00861,,,,,,
LINC01023,,,,,,
LINC01052,,,,,,
LINC01088,,,,,,
LINC01122,,,,,,
LINC01239,,,,,,
LINC01360,,,,,,
LINC01416,,,,,,
LINC01433,,,,,,
LINC01470,,,,,,
LINC01499,,,,,,
LINC01500,,,,,,
LINC01526,,,,,,
LINC01581,,,,,,
LINC01623,,,,,,
LINC01645,,,,,,
LINC01646,,,,,,
LINC01680,,,,,,
LINC01830,,,,,,
LINC01876,,,,,,
LINC01929,,,,,,
LINC01938,,,,,,
LINC01987,,,,,,
LINC01990,,,,,,
LINC02033,,,,,,
LINC02057,,,,,,
LINC02085,,,,,,
LINC02101,,,,,,
LINC02163,,,,,,
LINC02172,,,,,,
LINC02191,,,,,,
LINC02240,,,,,,
LINC02251,,,,,,
LINC02260,,,,,,
LINC02321,,,,,,
LINC02360,,,,,,
LINC02395,,,,,,
LINC02450,,,,,,
LINC02497,,,,,,
LINC02520,,,,,,
LINC02571,,,,,,
LINC02609,,,,,,
LINC02690,,,,,,
LINC02694,,,,,,
LINC02743,,,,,,
LINC02763,,,,,,
LINC02770,,,,,,
LINC02774,,,,,,
LINC02790,,,,,,
LINC02797,,,,,,
MAPT-IT1,,,,,,
MCFD2P1,,,,,,
MEF2C-AS1,,,,,,
MIR124-1HG,,,,,,
MIR1302-7,,,,,,
MIR2113,,,,,,
MIR3166,,,,,,
MIR4318,,,,,,
MIR4719,,,,,,
MIR5007,,,,,,
MIR548AE1,,,,,,
MIR7154,,,,,,
MTCO3P27,,,,,,
MYCNOS,,,,,,
NDUFS6P1,,,,,,
NOP56P1,,,,,,
NPM1P10,,,,,,
NUFIP1P1,,,,,,
OR2U2P,,,,,,
OR5AZ1P,,,,,,
OR5BA1P,,,,,,
PAUPAR,,,,,,
PCGEM1,,,,,,
PKN2-AS1,,,,,,
PPM1AP1,,,,,,
PTMAP6,,,,,,
PTPRVP,,,,,,
PXDNL,,,,,,
R3HDM2P2,,,,,,
RAD23BP3,,,,,,
RERE-AS1,,,,,,
RN7SKP19,,,,,,
RN7SKP62,,,,,,
RN7SL101P,,,,,,
RN7SL117P,,,,,,
RN7SL167P,,,,,,
RN7SL178P,,,,,,
RN7SL299P,,,,,,
RN7SL44P,,,,,,
RN7SL717P,,,,,,
RN7SL831P,,,,,,
RNA5SP106,,,,,,
RNA5SP87,,,,,,
RNU1-130P,,,,,,
RNU1-63P,,,,,,
RNU6-1246P,,,,,,
RNU6-209P,,,,,,
RNU6-334P,,,,,,
RNU6-699P,,,,,,
RNU6-765P,,,,,,
RNU6-929P,,,,,,
RNU7-160P,,,,,,
RPL21P17,,,,,,
RPL23AP28,,,,,,
RPL31P12,,,,,,
RPL31P35,,,,,,
RPL3P8,,,,,,
RPL7P44,,,,,,
RPLP0P1,,,,,,
RPS16P2,,,,,,
RPS17P5,,,,,,
RPS20P12,,,,,,
S100A7,,,,,,
SATB1-AS1,,,,,,
SLC44A3P1,,,,,,
SLC7A11-AS1,,,,,,
SNHG14,,,,,,
SNRPFP3,,,,,,
SOX21-AS1,,,,,,
SUMO2P2,,,,,,
TMEM161B-DT,,,,,,
TMEM242-DT,,,,,,
UFL1-AS1,,,,,,
VENTXP7,,,,,,
YWHABP1,,,,,,
YWHAQP1,,,,,,
ZBED9,,,,,,
ZBTB20-AS1,,,,,,
ZDHHC20P4,,,,,,
ZKSCAN2-DT,,,,,,
ZNF804B,,,,,,
ZNF813,,,,,,
ZSCAN31,,,,,,
